index,date,value
75453,2013-06-17,3.96
75453,2013-06-18,3.96
75453,2013-06-19,3.91
75453,2013-06-20,3.91
75453,2013-06-21,3.72
75453,2013-06-22,3.64
75453,2013-06-23,3.57
75453,2013-06-24,3.06
75453,2013-06-25,3.03
75453,2013-06-26,3
75453,2013-06-27,3
75453,2013-06-28,2.96
75453,2013-06-29,2.92
75453,2013-06-30,2.84
75453,2013-07-01,2.81
75453,2013-07-02,2.73
75453,2013-07-03,2.81
75453,2013-07-04,2.83
75453,2013-07-05,2.79
75453,2013-07-06,2.7
75453,2013-07-07,2.66
75453,2013-07-08,2.65
75453,2013-07-09,2.97
75453,2013-07-10,3.06
75453,2013-07-11,2.35
75453,2013-07-12,2.31
75453,2013-07-13,2.31
75453,2013-07-14,2.27
75453,2013-07-15,2.27
75453,2013-07-16,2.31
75453,2013-07-17,2.27
75453,2013-07-18,2.27
75453,2013-07-19,2.31
75453,2013-07-20,2.35
75453,2013-07-21,2.45
75453,2013-07-22,2.49
75453,2013-07-23,2.7
75453,2013-07-24,3.1
75453,2013-07-25,5.85
75453,2013-07-26,5.85
75453,2013-07-27,5.85
75453,2013-07-28,5.85
75453,2013-07-29,5.7
75453,2013-07-30,4.09
75453,2013-07-31,3.37
75453,2013-08-01,3
75453,2013-08-02,2.78
75453,2013-08-03,2.64
75453,2013-08-04,2.58
75453,2013-08-05,2.58
75453,2013-08-06,2.61
75453,2013-08-07,2.61
75453,2013-08-08,2.66
75453,2013-08-09,2.76
75453,2013-08-10,2.81
75453,2013-08-11,2.86
75453,2013-08-12,2.86
75453,2013-08-13,2.86
75453,2013-08-14,2.87
75453,2013-08-15,2.85
75453,2013-08-16,2.82
75453,2013-08-17,2.79
75453,2013-08-18,2.76
75453,2013-08-19,2.68
75453,2013-08-20,2.63
75453,2013-08-21,2.56
75453,2013-08-22,2.56
75453,2013-08-23,2.52
75453,2013-08-24,2.52
75453,2013-08-25,2.52
75453,2013-08-26,2.56
75453,2013-08-27,2.56
75453,2013-08-28,2.64
75453,2013-08-29,2.73
75453,2013-08-30,2.84
75453,2013-08-31,3.07
75453,2013-09-01,3.25
75453,2013-09-02,3.39
75453,2013-09-03,20.1
75453,2013-09-04,13.2
75453,2013-09-05,18.2
75453,2013-09-06,22.9
75453,2013-09-07,25.3
75453,2013-09-08,38.4
75453,2013-09-09,49.8
75453,2013-09-10,48.8
75453,2013-09-11,24
75453,2013-09-12,23.5
75453,2013-09-13,22.8
75453,2013-09-14,21.8
75453,2013-09-15,27.5
75453,2013-09-16,44.9
75453,2013-09-17,73.2
75453,2013-09-18,66
75453,2013-09-19,34.8
75453,2013-09-20,21.4
75453,2013-09-21,19.2
75453,2013-09-22,19.7
75453,2013-09-23,66.4
75453,2013-09-24,66.4
75453,2013-09-25,72.8
75453,2013-09-26,78
75453,2013-09-27,41.1
75453,2013-09-28,16.6
75453,2013-09-29,16.4
75453,2013-09-30,19.9
75453,2013-10-01,24.9
75453,2013-10-02,6.48
75453,2013-10-03,5.85
75453,2013-10-04,5.63
75453,2013-10-05,5.55
75453,2013-10-06,5.48
75453,2013-10-07,4.71
75453,2013-10-08,4.56
75453,2013-10-09,4.43
75453,2013-10-10,3.85
75453,2013-10-11,3.85
75453,2013-10-12,3.85
75453,2013-10-13,3.85
75453,2013-10-14,3.85
75453,2013-10-15,3.85
75453,2013-10-16,3.85
75453,2013-10-17,3.85
75453,2013-10-18,3.85
75453,2013-10-19,3.85
75453,2013-10-20,3.85
75453,2013-10-21,3.89
75453,2013-10-22,4.03
75453,2013-10-23,4.13
75453,2013-10-24,4.25
75453,2013-10-25,4.29
75453,2013-10-26,4.29
75453,2013-10-27,4.29
75453,2013-10-28,4.52
75453,2013-10-29,4.71
75453,2013-10-30,4.65
75453,2013-10-31,4.77
75453,2013-11-01,4.77
75453,2013-11-02,4.77
75453,2013-11-03,4.77
75453,2013-11-04,4.77
75453,2013-11-05,4.77
75453,2013-11-06,5.13
75453,2013-11-07,5.48
75453,2013-11-08,6.24
75453,2013-11-09,6.16
75453,2013-11-10,6.16
75453,2013-11-11,6.08
75453,2013-11-12,5.85
75453,2013-11-13,5.55
75453,2013-11-14,5.4
75453,2013-11-15,5.25
75453,2013-11-16,5.13
75453,2013-11-17,5.07
75453,2013-11-18,4.77
75453,2013-11-19,4.52
75453,2013-11-20,4.34
75453,2013-11-21,4.29
75453,2013-11-22,4.29
75453,2013-11-23,4.29
75453,2013-11-24,4.29
75453,2013-11-25,4.29
75453,2013-11-26,4.34
75453,2013-11-27,5.78
75453,2013-11-28,5.78
75453,2013-11-29,6.72
75453,2013-11-30,7.28
75453,2013-12-01,7.28
75453,2013-12-02,6.08
75453,2013-12-03,4.87
75453,2013-12-04,4.77
75453,2013-12-05,4.67
75453,2013-12-06,4.51
75453,2013-12-07,4.26
75453,2013-12-08,3.96
75453,2013-12-09,3.77
75453,2013-12-10,3.63
75453,2013-12-11,3.55
75453,2013-12-12,3.5
75453,2013-12-13,3.3
75453,2013-12-14,3.3
75453,2013-12-15,3.3
75453,2013-12-16,3.3
75453,2013-12-17,3.34
75453,2013-12-18,3.39
75453,2013-12-19,3.43
75453,2013-12-20,3.65
75453,2013-12-21,3.91
75453,2013-12-22,4.52
75453,2013-12-23,4.83
75453,2013-12-24,5.78
75453,2013-12-25,5.78
75453,2013-12-26,6.16
75453,2013-12-27,6.96
75453,2013-12-28,6.4
75453,2013-12-29,6.24
75453,2013-12-30,6.24
75453,2013-12-31,5.78
75453,2014-01-01,4.25
75453,2014-01-02,4.25
75453,2014-01-03,4.25
75453,2014-01-04,4.29
75453,2014-01-05,4.29
75453,2014-01-06,4.38
75453,2014-01-07,4.47
75453,2014-01-08,4.65
75453,2014-01-09,4.77
75453,2014-01-10,5.01
75453,2014-01-11,8.7
75453,2014-01-12,7.72
75453,2014-01-13,6.25
75453,2014-01-14,4.91
75453,2014-01-15,3.96
75453,2014-01-16,3.35
75453,2014-01-17,3.08
75453,2014-01-18,2.96
75453,2014-01-19,2.92
75453,2014-01-20,3.07
75453,2014-01-21,3.85
75453,2014-01-22,3.52
75453,2014-01-23,3.39
75453,2014-01-24,3.35
75453,2014-01-25,3.3
75453,2014-01-26,3.22
75453,2014-01-27,3.1
75453,2014-01-28,3.05
75453,2014-01-29,3.01
75453,2014-01-30,3.01
75453,2014-01-31,2.89
75453,2014-02-01,2.85
75453,2014-02-02,2.82
75453,2014-02-03,2.85
75453,2014-02-04,2.85
75453,2014-02-05,2.85
75453,2014-02-06,2.8
75453,2014-02-07,2.86
75453,2014-02-08,2.83
75453,2014-02-09,2.8
75453,2014-02-10,2.75
75453,2014-02-11,2.7
75453,2014-02-12,2.67
75453,2014-02-13,2.65
75453,2014-02-14,2.59
75453,2014-02-15,2.59
75453,2014-02-16,2.66
75453,2014-02-17,2.69
75453,2014-02-18,2.7
75453,2014-02-19,2.78
75453,2014-02-20,3.22
75453,2014-02-21,3.71
75453,2014-02-22,4.07
75453,2014-02-23,4.29
75453,2014-02-24,4.52
75453,2014-02-25,4.52
75453,2014-02-26,4.83
75453,2014-02-27,4.61
75453,2014-02-28,4.29
75453,2014-03-01,4.25
75453,2014-03-02,4.2
75453,2014-03-03,4.1
75453,2014-03-04,4.03
75453,2014-03-05,3.99
75453,2014-03-06,3.96
75453,2014-03-07,3.92
75453,2014-03-08,3.99
75453,2014-03-09,4.13
75453,2014-03-10,4.38
75453,2014-03-11,4.47
75453,2014-03-12,4.61
75453,2014-03-13,4.89
75453,2014-03-14,5.95
75453,2014-03-15,6.25
75453,2014-03-16,6.67
75453,2014-03-17,9.06
75453,2014-03-18,9.06
75453,2014-03-19,8.14
75453,2014-03-20,6.88
75453,2014-03-21,5.07
75453,2014-03-22,5.13
75453,2014-03-23,5.55
75453,2014-03-24,9.42
75453,2014-03-25,10.1
75453,2014-03-26,10.9
75453,2014-03-27,9.66
75453,2014-03-28,9.18
75453,2014-03-29,8.56
75453,2014-03-30,8.82
75453,2014-03-31,6.35
75453,2014-04-01,4.1
75453,2014-04-02,4.43
75453,2014-04-03,4.56
75453,2014-04-04,4.47
75453,2014-04-05,4.43
75453,2014-04-06,4.38
75453,2014-04-07,4.47
75453,2014-04-08,4.34
75453,2014-04-09,4.43
75453,2014-04-10,4.2
75453,2014-04-11,4.17
75453,2014-04-12,4.13
75453,2014-04-13,4.13
75453,2014-04-14,4.17
75453,2014-04-15,4.17
75453,2014-04-16,4.1
75453,2014-04-17,4.13
75453,2014-04-18,4.17
75453,2014-04-19,4.17
75453,2014-04-20,4.17
75453,2014-04-21,4.17
75453,2014-04-22,4.17
75453,2014-04-23,3.63
75453,2014-04-24,3.06
75453,2014-04-25,3.02
75453,2014-04-26,3.02
75453,2014-04-27,3.02
75453,2014-04-28,2.99
75453,2014-04-29,2.99
75453,2014-04-30,2.99
75453,2014-05-01,3.03
75453,2014-05-02,3.13
75453,2014-05-03,3.33
75453,2014-05-04,3.59
75453,2014-05-05,3.92
75453,2014-05-06,4.34
75453,2014-05-07,4.38
75453,2014-05-08,4.43
75453,2014-05-09,4.43
75453,2014-05-10,4.43
75453,2014-05-11,4.43
75453,2014-05-12,4.29
75453,2014-05-13,4.25
75453,2014-05-14,4.03
75453,2014-05-15,3.72
75453,2014-05-16,3.5
75453,2014-05-17,3.27
75453,2014-05-18,3.06
75453,2014-05-19,2.9
75453,2014-05-20,2.75
75453,2014-05-21,2.59
75453,2014-05-22,2.46
75453,2014-05-23,2.39
75453,2014-05-24,2.31
75453,2014-05-25,2.28
75453,2014-05-26,2.22
75453,2014-05-27,2.15
75453,2014-05-28,2.11
75453,2014-05-29,2.11
75453,2014-05-30,2.11
75453,2014-05-31,2.07
75453,2014-06-01,2.01
75453,2014-06-02,1.85
75453,2014-06-03,1.82
75453,2014-06-04,2.02
75453,2014-06-05,2.22
75453,2014-06-06,2.37
75453,2014-06-07,2.46
75453,2014-06-08,2.52
75453,2014-06-09,2.57
75453,2014-06-10,2.61
75453,2014-06-11,2.61
75453,2014-06-12,2.63
75453,2014-06-13,2.69
75453,2014-06-14,2.69
75453,2014-06-15,2.72
75453,2014-06-16,2.79
75453,2014-06-17,2.81
75453,2014-06-18,2.81
75453,2014-06-19,2.81
75453,2014-06-20,2.81
75453,2014-06-21,2.86
75453,2014-06-22,2.86
75453,2014-06-23,2.86
75453,2014-06-24,2.86
75453,2014-06-25,2.86
75453,2014-06-26,2.84
75453,2014-06-27,2.95
75453,2014-06-28,3.06
75453,2014-06-29,3.17
75453,2014-06-30,3.21
75453,2014-07-01,3.21
75453,2014-07-02,3.17
75453,2014-07-03,2.96
75453,2014-07-04,2.92
75453,2014-07-05,2.92
75453,2014-07-06,2.92
75453,2014-07-07,2.92
75453,2014-07-08,2.92
75453,2014-07-09,2.88
75453,2014-07-10,2.75
75453,2014-07-11,2.58
75453,2014-07-12,2.38
75453,2014-07-13,2.2
75453,2014-07-14,2.06
75453,2014-07-15,1.98
75453,2014-07-16,1.95
75453,2014-07-17,1.87
75453,2014-07-18,1.77
75453,2014-07-19,1.73
75453,2014-07-20,1.69
75453,2014-07-21,1.66
75453,2014-07-22,1.64
75453,2014-07-23,1.59
75453,2014-07-24,1.59
75453,2014-07-25,1.59
75453,2014-07-26,1.59
75453,2014-07-27,1.6
75453,2014-07-28,1.6
75453,2014-07-29,1.6
75453,2014-07-30,1.6
75453,2014-07-31,1.6
75453,2014-08-01,1.59
75453,2014-08-02,1.52
75453,2014-08-03,1.4
75453,2014-08-04,1.29
75453,2014-08-05,1.14
75453,2014-08-06,1.14
75453,2014-08-07,1.18
75453,2014-08-08,1.18
75453,2014-08-09,1.18
75453,2014-08-10,1.18
75453,2014-08-11,1.18
75453,2014-08-12,1.18
75453,2014-08-13,1.29
75453,2014-08-14,1.35
75453,2014-08-15,1.35
75453,2014-08-16,1.35
75453,2014-08-17,1.4
75453,2014-08-18,1.4
75453,2014-08-19,1.54
75453,2014-08-20,1.74
75453,2014-08-21,2.05
75453,2014-08-22,2.19
75453,2014-08-23,2.23
75453,2014-08-24,1.88
75453,2014-08-25,1.71
75453,2014-08-26,1.66
75453,2014-08-27,1.66
75453,2014-08-28,1.67
75453,2014-08-29,1.67
75453,2014-08-30,1.67
75453,2014-08-31,1.67
75453,2014-09-01,1.67
75453,2014-09-02,1.67
75453,2014-09-03,1.72
75453,2014-09-04,1.72
75453,2014-09-05,1.72
75453,2014-09-06,1.72
75453,2014-09-07,1.72
75453,2014-09-08,1.72
75453,2014-09-09,1.72
75453,2014-09-10,1.72
75453,2014-09-11,1.67
75453,2014-09-12,1.67
75453,2014-09-13,1.67
75453,2014-09-14,1.67
75453,2014-09-15,1.6
75453,2014-09-16,1.6
75453,2014-09-17,1.6
75453,2014-09-18,1.6
75453,2014-09-19,1.6
75453,2014-09-20,1.6
75453,2014-09-21,1.6
75453,2014-09-22,1.55
75453,2014-09-23,1.55
75453,2014-09-24,1.55
75453,2014-09-25,1.55
75453,2014-09-26,1.55
75453,2014-09-27,1.55
75453,2014-09-28,1.55
75453,2014-09-29,1.55
75453,2014-09-30,1.6
75453,2014-10-01,1.64
75453,2014-10-02,1.64
75453,2014-10-03,1.64
75453,2014-10-04,1.64
75453,2014-10-05,1.59
75453,2014-10-06,1.54
75453,2014-10-07,1.48
75453,2014-10-08,1.48
75453,2014-10-09,1.52
75453,2014-10-10,1.52
75453,2014-10-11,1.57
75453,2014-10-12,1.57
75453,2014-10-13,1.6
75453,2014-10-14,1.62
75453,2014-10-15,1.67
75453,2014-10-16,1.71
75453,2014-10-17,1.78
75453,2014-10-18,1.82
75453,2014-10-19,1.88
75453,2014-10-20,1.92
75453,2014-10-21,2.01
75453,2014-10-22,2.22
75453,2014-10-23,2.46
75453,2014-10-24,2.55
75453,2014-10-25,2.53
75453,2014-10-26,2.53
75453,2014-10-27,2.51
75453,2014-10-28,2.44
75453,2014-10-29,2.43
75453,2014-10-30,2.43
75453,2014-10-31,2.41
75453,2014-11-01,2.41
75453,2014-11-02,2.41
75453,2014-11-03,2.41
75453,2014-11-04,2.41
75453,2014-11-05,2.41
75453,2014-11-06,2.43
75453,2014-11-07,2.43
75453,2014-11-08,2.43
75453,2014-11-09,2.43
75453,2014-11-10,2.43
75453,2014-11-11,2.36
75453,2014-11-12,2.37
75453,2014-11-13,2.37
75453,2014-11-14,2.37
75453,2014-11-15,2.37
75453,2014-11-16,2.37
75453,2014-11-17,2.39
75453,2014-11-18,2.39
75453,2014-11-19,2.29
75453,2014-11-20,2.04
75453,2014-11-21,1.89
75453,2014-11-22,1.76
75453,2014-11-23,1.72
75453,2014-11-24,1.72
75453,2014-11-25,1.72
75453,2014-11-26,1.72
75453,2014-11-27,1.72
75453,2014-11-28,1.72
75453,2014-11-29,1.72
75453,2014-11-30,1.72
75453,2014-12-01,1.72
75453,2014-12-02,1.72
75453,2014-12-03,1.72
75453,2014-12-04,1.74
75453,2014-12-05,1.74
75453,2014-12-06,1.74
75453,2014-12-07,1.74
75453,2014-12-08,1.74
75453,2014-12-09,1.72
75453,2014-12-10,1.72
75453,2014-12-11,1.74
75453,2014-12-12,1.74
75453,2014-12-13,1.74
75453,2014-12-14,1.74
75453,2014-12-15,1.74
75453,2014-12-16,1.74
75453,2014-12-17,1.74
75453,2014-12-18,1.74
75453,2014-12-19,1.82
75453,2014-12-20,1.91
75453,2014-12-21,2.33
75453,2014-12-22,2.57
75453,2014-12-23,2.73
75453,2014-12-24,2.74
75453,2014-12-25,2.72
75453,2014-12-26,2.67
75453,2014-12-27,2.41
75453,2014-12-28,2.15
75453,2014-12-29,2.09
75453,2014-12-30,2
75453,2014-12-31,1.95
75453,2015-01-01,1.95
75453,2015-01-02,1.95
75453,2015-01-03,1.95
75453,2015-01-04,1.95
75453,2015-01-05,1.95
75453,2015-01-06,1.95
75453,2015-01-07,2
75453,2015-01-08,2.02
75453,2015-01-09,2.02
75453,2015-01-10,1.96
75453,2015-01-11,1.93
75453,2015-01-12,1.93
75453,2015-01-13,1.93
75453,2015-01-14,1.93
75453,2015-01-15,1.95
75453,2015-01-16,1.95
75453,2015-01-17,1.95
75453,2015-01-18,1.95
75453,2015-01-19,1.9
75453,2015-01-20,1.89
75453,2015-01-21,1.89
75453,2015-01-22,1.92
75453,2015-01-23,1.93
75453,2015-01-24,1.93
75453,2015-01-25,1.89
75453,2015-01-26,1.87
75453,2015-01-27,1.87
75453,2015-01-28,1.87
75453,2015-01-29,1.89
75453,2015-01-30,1.89
75453,2015-01-31,1.89
75453,2015-02-01,1.89
75453,2015-02-02,1.89
75453,2015-02-03,1.92
75453,2015-02-04,1.92
75453,2015-02-05,1.92
75453,2015-02-06,1.92
75453,2015-02-07,1.9
75453,2015-02-08,1.89
75453,2015-02-09,1.87
75453,2015-02-10,1.87
75453,2015-02-11,1.9
75453,2015-02-12,1.89
75453,2015-02-13,1.9
75453,2015-02-14,1.9
75453,2015-02-15,1.9
75453,2015-02-16,1.9
75453,2015-02-17,1.9
75453,2015-02-18,1.89
75453,2015-02-19,1.87
75453,2015-02-20,1.87
75453,2015-02-21,1.89
75453,2015-02-22,1.92
75453,2015-02-23,1.96
75453,2015-02-24,2.04
75453,2015-02-25,2.09
75453,2015-02-26,2.15
75453,2015-02-27,2.22
75453,2015-02-28,2.37
75453,2015-03-01,2.48
75453,2015-03-02,2.59
75453,2015-03-03,2.7
75453,2015-03-04,2.86
75453,2015-03-05,2.99
75453,2015-03-06,3.11
75453,2015-03-07,3.22
75453,2015-03-08,3.36
75453,2015-03-09,5.51
75453,2015-03-10,11.5
75453,2015-03-11,20
75453,2015-03-12,5.45
75453,2015-03-13,8.7
75453,2015-03-14,5.25
75453,2015-03-15,5.25
75453,2015-03-16,5.13
75453,2015-03-17,4.47
75453,2015-03-18,4.34
75453,2015-03-19,4.25
75453,2015-03-20,4.13
75453,2015-03-21,4.1
75453,2015-03-22,4.03
75453,2015-03-23,3.99
75453,2015-03-24,3.96
75453,2015-03-25,3.96
75453,2015-03-26,3.99
75453,2015-03-27,3.92
75453,2015-03-28,3.89
75453,2015-03-29,3.85
75453,2015-03-30,3.85
75453,2015-03-31,3.89
75453,2015-04-01,3.7
75453,2015-04-02,3.61
75453,2015-04-03,3.61
75453,2015-04-04,3.61
75453,2015-04-05,3.52
75453,2015-04-06,3.56
75453,2015-04-07,3.52
75453,2015-04-08,3.48
75453,2015-04-09,3.53
75453,2015-04-10,3.57
75453,2015-04-11,3.57
75453,2015-04-12,3.49
75453,2015-04-13,3.49
75453,2015-04-14,3.47
75453,2015-04-15,3.47
75453,2015-04-16,3.47
75453,2015-04-17,3.37
75453,2015-04-18,3.43
75453,2015-04-19,3.45
75453,2015-04-20,3.39
75453,2015-04-21,3.33
75453,2015-04-22,3.33
75453,2015-04-23,3.47
75453,2015-04-24,3.49
75453,2015-04-25,3.53
75453,2015-04-26,3.41
75453,2015-04-27,3.25
75453,2015-04-28,3.2
75453,2015-04-29,3.2
75453,2015-04-30,3.17
75453,2015-05-01,3.17
75453,2015-05-02,3.2
75453,2015-05-03,3.2
75453,2015-05-04,3.22
75453,2015-05-05,3.41
75453,2015-05-06,3.43
75453,2015-05-07,3.43
75453,2015-05-08,3.41
75453,2015-05-09,3.43
75453,2015-05-10,3.41
75453,2015-05-11,3.27
75453,2015-05-12,3.17
75453,2015-05-13,3.15
75453,2015-05-14,3.15
75453,2015-05-15,3.15
75453,2015-05-16,3.09
75453,2015-05-17,3.41
75453,2015-05-18,3.74
75453,2015-05-19,3.91
75453,2015-05-20,3.91
75453,2015-05-21,3.86
75453,2015-05-22,3.86
75453,2015-05-23,3.83
75453,2015-05-24,3.57
75453,2015-05-25,3.41
75453,2015-05-26,3.37
75453,2015-05-27,3.29
75453,2015-05-28,3.23
75453,2015-05-29,3.19
75453,2015-05-30,3.5
75453,2015-05-31,5.09
75453,2015-06-01,5.24
75453,2015-06-02,4.52
75453,2015-06-03,3.91
75453,2015-06-04,3.42
75453,2015-06-05,3.21
75453,2015-06-06,3.04
75453,2015-06-07,2.87
75453,2015-06-08,2.62
75453,2015-06-09,2.43
75453,2015-06-10,2.27
75453,2015-06-11,2.2
75453,2015-06-12,2.12
75453,2015-06-13,2.05
75453,2015-06-14,2.01
75453,2015-06-15,1.96
75453,2015-06-16,1.96
75453,2015-06-17,1.97
75453,2015-06-18,1.97
75453,2015-06-19,1.99
75453,2015-06-20,1.97
75453,2015-06-21,1.97
75453,2015-06-22,1.96
75453,2015-06-23,1.96
75453,2015-06-24,1.96
75453,2015-06-25,2.08
75453,2015-06-26,2.11
75453,2015-06-27,2.15
75453,2015-06-28,2.18
75453,2015-06-29,2.34
75453,2015-06-30,2.68
75453,2015-07-01,2.75
75453,2015-07-02,2.68
75453,2015-07-03,2.58
75453,2015-07-04,2.53
75453,2015-07-05,2.36
75453,2015-07-06,2.31
75453,2015-07-07,2.25
75453,2015-07-08,2.25
75453,2015-07-09,2.27
75453,2015-07-10,2.27
75453,2015-07-11,2.27
75453,2015-07-12,2.3
75453,2015-07-13,2.32
75453,2015-07-14,2.42
75453,2015-07-15,2.44
75453,2015-07-16,2.46
75453,2015-07-17,2.46
75453,2015-07-18,2.46
75453,2015-07-19,2.37
75453,2015-07-20,2.35
75453,2015-07-21,2.32
75453,2015-07-22,2.32
75453,2015-07-23,2.32
75453,2015-07-24,2.32
75453,2015-07-25,2.32
75453,2015-07-26,2.3
75453,2015-07-27,2.3
75453,2015-07-28,2.28
75453,2015-07-29,2.28
75453,2015-07-30,2.26
75453,2015-07-31,2.21
75453,2015-08-01,2.21
75453,2015-08-02,2.21
75453,2015-08-03,2.19
75453,2015-08-04,2.1
75453,2015-08-05,2.1
75453,2015-08-06,2.1
75453,2015-08-07,2.1
75453,2015-08-08,2.1
75453,2015-08-09,2.1
75453,2015-08-10,2.1
75453,2015-08-11,2.1
75453,2015-08-12,2.06
75453,2015-08-13,2.06
75453,2015-08-14,2.06
75453,2015-08-15,2.06
75453,2015-08-16,1.97
75453,2015-08-17,1.92
75453,2015-08-18,1.9
75453,2015-08-19,1.9
75453,2015-08-20,1.9
75453,2015-08-21,1.88
75453,2015-08-22,1.83
75453,2015-08-23,1.83
75453,2015-08-24,1.83
75453,2015-08-25,1.83
75453,2015-08-26,1.81
75453,2015-08-27,1.81
75453,2015-08-28,1.81
75453,2015-08-29,1.76
75453,2015-08-30,1.74
75453,2015-08-31,1.73
75453,2015-09-01,1.73
75453,2015-09-02,1.72
75453,2015-09-03,1.72
75453,2015-09-04,1.72
75453,2015-09-05,1.69
75453,2015-09-06,1.69
75453,2015-09-07,1.67
75453,2015-09-08,1.67
75453,2015-09-09,1.67
75453,2015-09-10,1.63
75453,2015-09-11,1.63
75453,2015-09-12,1.63
75453,2015-09-13,1.63
75453,2015-09-14,1.62
75453,2015-09-15,1.62
75453,2015-09-16,1.62
75453,2015-09-17,1.62
75453,2015-09-18,1.62
75453,2015-09-19,1.62
75453,2015-09-20,1.62
75453,2015-09-21,1.62
75453,2015-09-22,1.63
75453,2015-09-23,1.63
75453,2015-09-24,1.63
75453,2015-09-25,1.62
75453,2015-09-26,1.62
75453,2015-09-27,1.62
75453,2015-09-28,1.54
75453,2015-09-29,1.47
75453,2015-09-30,1.47
75453,2015-10-01,1.47
75453,2015-10-02,1.47
75453,2015-10-03,1.47
75453,2015-10-04,1.47
75453,2015-10-05,1.47
75453,2015-10-06,1.44
75453,2015-10-07,1.44
75453,2015-10-08,1.44
75453,2015-10-09,1.44
75453,2015-10-10,1.4
75453,2015-10-11,1.4
75453,2015-10-12,1.4
75453,2015-10-13,1.4
75453,2015-10-14,1.4
75453,2015-10-15,1.43
75453,2015-10-16,1.43
75453,2015-10-17,1.43
75453,2015-10-18,1.43
75453,2015-10-19,1.43
75453,2015-10-20,1.43
75453,2015-10-21,1.47
75453,2015-10-22,1.47
75453,2015-10-23,1.47
75453,2015-10-24,1.46
75453,2015-10-25,1.46
75453,2015-10-26,1.49
75453,2015-10-27,1.5
75453,2015-10-28,1.5
75453,2015-10-29,1.53
75453,2015-10-30,1.52
75453,2015-10-31,1.49
75453,2015-11-01,1.51
75453,2015-11-02,1.51
75453,2015-11-03,1.51
75453,2015-11-04,1.51
75453,2015-11-05,1.55
75453,2015-11-06,1.55
75453,2015-11-07,1.55
75453,2015-11-08,1.58
75453,2015-11-09,1.58
75453,2015-11-10,1.58
75453,2015-11-11,1.58
75453,2015-11-12,1.58
75453,2015-11-13,1.58
75453,2015-11-14,1.6
75453,2015-11-15,1.6
75453,2015-11-16,1.6
75453,2015-11-17,1.62
75453,2015-11-18,1.62
75453,2015-11-19,1.62
75453,2015-11-20,1.62
75453,2015-11-21,1.63
75453,2015-11-22,1.65
75453,2015-11-23,1.7
75453,2015-11-24,1.7
75453,2015-11-25,1.7
75453,2015-11-26,1.67
75453,2015-11-27,1.65
75453,2015-11-28,1.69
75453,2015-11-29,1.69
75453,2015-11-30,1.69
75453,2015-12-01,1.69
75453,2015-12-02,1.72
75453,2015-12-03,1.7
75453,2015-12-04,1.68
75453,2015-12-05,1.68
75453,2015-12-06,1.68
75453,2015-12-07,1.81
75453,2015-12-08,1.79
75453,2015-12-09,1.79
75453,2015-12-10,1.78
75453,2015-12-11,1.76
75453,2015-12-12,1.76
75453,2015-12-13,1.76
75453,2015-12-14,1.76
75453,2015-12-15,1.7
75453,2015-12-16,1.7
75453,2015-12-17,1.65
75453,2015-12-18,1.65
75453,2015-12-19,1.71
75453,2015-12-20,1.78
75453,2015-12-21,1.78
75453,2015-12-22,1.79
75453,2015-12-23,1.79
75453,2015-12-24,1.79
75453,2015-12-25,1.86
75453,2015-12-26,1.89
75453,2015-12-27,1.89
75453,2015-12-28,1.85
75453,2015-12-29,1.85
75453,2015-12-30,1.81
75453,2015-12-31,1.78
75453,2016-01-01,2.14
75453,2016-01-02,2.07
75453,2016-01-03,1.83
75453,2016-01-04,1.79
75453,2016-01-05,1.78
75453,2016-01-06,1.65
75453,2016-01-07,1.49
75453,2016-01-08,1.36
75453,2016-01-09,1.28
75453,2016-01-10,1.26
75453,2016-01-11,1.24
75453,2016-01-12,1.36
75453,2016-01-13,1.47
75453,2016-01-14,1.5
75453,2016-01-15,1.47
75453,2016-01-16,1.51
75453,2016-01-17,1.51
75453,2016-01-18,1.51
75453,2016-01-19,1.51
75453,2016-01-20,1.51
75453,2016-01-21,1.51
75453,2016-01-22,1.65
75453,2016-01-23,1.65
75453,2016-01-24,1.65
75453,2016-01-25,1.65
75453,2016-01-26,1.65
75453,2016-01-27,1.65
75453,2016-01-28,1.65
75453,2016-01-29,1.65
75453,2016-01-30,1.65
75453,2016-01-31,1.65
75453,2016-02-01,1.65
75453,2016-02-02,1.65
75453,2016-02-03,1.65
75453,2016-02-04,1.65
75453,2016-02-05,1.56
75453,2016-02-06,1.42
75453,2016-02-07,1.42
75453,2016-02-08,1.38
75453,2016-02-09,1.36
75453,2016-02-10,1.28
75453,2016-02-11,1.27
75453,2016-02-12,1.33
75453,2016-02-13,1.4
75453,2016-02-14,1.41
75453,2016-02-15,1.42
75453,2016-02-16,1.6
75453,2016-02-17,1.87
75453,2016-02-18,2.18
75453,2016-02-19,2.99
75453,2016-02-20,2.86
75453,2016-02-21,2.69
75453,2016-02-22,2.36
75453,2016-02-23,2.12
75453,2016-02-24,2.01
75453,2016-02-25,1.97
75453,2016-02-26,1.92
75453,2016-02-27,1.88
75453,2016-02-28,1.9
75453,2016-02-29,1.84
75453,2016-03-01,1.87
75453,2016-03-02,1.89
75453,2016-03-03,1.91
75453,2016-03-04,2.01
75453,2016-03-05,2.03
75453,2016-03-06,2.55
75453,2016-03-07,3.96
75453,2016-03-08,5.06
75453,2016-03-09,6.17
75453,2016-03-10,10.4
75453,2016-03-11,13.8
75453,2016-03-12,14.5
